id,coord,name,admin_region_id,admin_region_name,admin_region_zip_code,admin_region_insee
stop_area:SNCF:87110296,"{'lat': '47.262332', 'lon': '0.466138'}",Azay-le-Rideau Mairie,admin:fr:37014,Azay-le-Rideau,37190,37014
stop_area:SNCF:87574442,"{'lat': '47.365235', 'lon': '0.859876'}",Azay-sur-Cher,admin:fr:37156,Montlouis-sur-Loire,37270,37156
stop_area:SNCF:87115337,"{'lat': '47.214671', 'lon': '0.940779'}",Azay-sur-Indre Le Paradis,admin:fr:37016,Azay-sur-Indre,37310,37016
stop_area:SNCF:87644039,"{'lat': '47.209256', 'lon': '0.9460769999999999'}",Azay-sur-Indre Les 2 Rivières,admin:fr:37016,Azay-sur-Indre,37310,37016
stop_area:SNCF:87141408,"{'lat': '48.491252', 'lon': '6.696164'}",Azerailles,admin:fr:54038,Azerailles,54122,54038
stop_area:SNCF:87590349,"{'lat': '47.259149', 'lon': '-1.545312'}",Babinière,admin:fr:44035,La Chapelle-sur-Erdre,44240,44035
stop_area:SNCF:87141416,"{'lat': '48.452092', 'lon': '6.743921'}",Baccarat,admin:fr:54039,Baccarat,54120,54039
stop_area:SNCF:80142778,"{'lat': '48.7903', 'lon': '8.190899999999999'}",Baden-Baden,admin:osm:relation:62340,Baden-Baden,,
stop_area:SNCF:87170357,"{'lat': '42.976236', 'lon': '0.625889'}",Bagiry,admin:fr:31041,Bagiry,31510,31041
stop_area:SNCF:87613604,"{'lat': '44.665276', 'lon': '2.160192'}",Bagnac,admin:fr:46015,Bagnac-sur-Célé,46270,46015
stop_area:SNCF:87684191,"{'lat': '48.230508', 'lon': '2.703366'}",Bagneaux-sur-Loing,admin:fr:77016,Bagneaux-sur-Loing,77167,77016
stop_area:SNCF:87671578,"{'lat': '43.069372', 'lon': '0.148602'}",Bagnères-de-Bigorre,admin:fr:65059,Bagnères-de-Bigorre,,65059
stop_area:SNCF:87758680,"{'lat': '48.793228', 'lon': '2.321012'}",Bagneux,admin:fr:94016,Cachan,94230,94016
stop_area:SNCF:87449330,"{'lat': '48.54974', 'lon': '-0.424693'}",Bagnoles-de-l'Orne Église,admin:fr:61483,Bagnoles-de-l'Orne-Normandie,61140;61600,61483
stop_area:SNCF:87352484,"{'lat': '48.557239', 'lon': '-0.412473'}",Bagnoles-de-l'Orne Office de T,admin:fr:61483,Bagnoles-de-l'Orne-Normandie,61140;61600,61483
stop_area:SNCF:87783647,"{'lat': '44.528613', 'lon': '3.628178'}",Bagnols - Chadenet,admin:fr:48037,Chadenet,48190,48037
stop_area:SNCF:87609354,"{'lat': '45.513707', 'lon': '2.597057'}",Bagnols-Stade,admin:fr:63028,Bagnols,63810,63028
stop_area:SNCF:87773457,"{'lat': '43.653323', 'lon': '4.007159'}",Baillargues,admin:fr:34022,Baillargues,34670,34022
stop_area:SNCF:87394411,"{'lat': '48.366928', 'lon': '1.325333'}",Bailleau-le-pin,admin:fr:28021,Bailleau-le-Pin,28120,28021
stop_area:SNCF:87286179,"{'lat': '50.729152', 'lon': '2.734483'}",Bailleul,admin:fr:59043,Bailleul,59270,59043
stop_area:SNCF:87342592,"{'lat': '50.335309', 'lon': '2.84106'}",Bailleul-Sir-Berthoult,admin:fr:62073,Bailleul-Sir-Berthoult,62580,62073
stop_area:SNCF:87144147,"{'lat': '47.981216', 'lon': '6.295263'}",Bains-les-Bains,admin:fr:88108,Le Clerjus,88240,88108
stop_area:SNCF:87286872,"{'lat': '50.618442', 'lon': '3.234784'}",Baisieux,admin:fr:59044,Baisieux,59780,59044
stop_area:SNCF:87517953,"{'lat': '44.920978', 'lon': '1.556299'}",Baladou,admin:fr:46016,Baladou,46600,46016
stop_area:SNCF:87313569,"{'lat': '49.29431', 'lon': '2.344063'}",Balagny Saint-Épin,admin:fr:60044,Balagny-sur-Thérain,60250,60044
stop_area:SNCF:87414706,"{'lat': '48.836811', 'lon': '2.278751'}",Balard,admin:fr:75056,Paris,75000;75116,75056
stop_area:SNCF:87420828,"{'lat': '44.502509', 'lon': '4.386705'}",Balazuc RD579,admin:fr:7023,Balazuc,07120,7023
stop_area:SNCF:87726869,"{'lat': '45.817868', 'lon': '4.187427'}",Balbigny,admin:fr:42011,Balbigny,42510,42011
stop_area:SNCF:87698399,"{'lat': '45.818022', 'lon': '4.187175'}",Balbigny-Gare-Routière,admin:fr:42011,Balbigny,42510,42011
stop_area:SNCF:87187930,"{'lat': '47.57031', 'lon': '7.572745'}",Bâle Saint-Jean,admin:osm:relation:1683619,Basel,,
stop_area:SNCF:87571604,"{'lat': '47.336747', 'lon': '0.617807'}",Ballan,admin:fr:37018,Ballan-Miré,37510,37018
stop_area:SNCF:87681437,"{'lat': '48.532114', 'lon': '2.371274'}",Ballancourt,admin:fr:91045,Ballancourt-sur-Essonne,91610,91045
stop_area:SNCF:87640656,"{'lat': '44.482325', 'lon': '3.456205'}",Balsièges Arrêt RN88,admin:fr:48016,Balsièges,48000,48016
stop_area:SNCF:87111864,"{'lat': '44.482212', 'lon': '3.456598'}",Balsièges Bourg,admin:fr:48016,Balsièges,48000,48016
stop_area:SNCF:87783324,"{'lat': '44.447763', 'lon': '3.195852'}",Banassac - La Canourgue,admin:fr:48017,Banassac-Canilhac,,48017
stop_area:SNCF:87755223,"{'lat': '43.140385', 'lon': '5.750128'}",Bandol,admin:fr:83009,Bandol,83150,83009
stop_area:SNCF:87474189,"{'lat': '47.926867', 'lon': '-3.706417'}",Bannalec,admin:fr:29004,Bannalec,29380,29004
stop_area:SNCF:87314906,"{'lat': '47.386964', 'lon': '2.885861'}",Bannay Bourg,admin:fr:18020,Bannay,18300,18020
stop_area:SNCF:87643890,"{'lat': '47.386664', 'lon': '2.88571'}",Bannay les Hautes de Bussy,admin:fr:18020,Bannay,18300,18020
stop_area:SNCF:87213298,"{'lat': '49.005201', 'lon': '7.502456'}",Bannstein Croisement,admin:fr:57188,Éguelshardt,57230,57188
stop_area:SNCF:87182840,"{'lat': '47.811132', 'lon': '7.503976'}",Bantzenheim,admin:fr:68020,Bantzenheim,68490,68020
stop_area:SNCF:87784298,"{'lat': '42.482958', 'lon': '3.12505'}",Banyuls-sur-Mer,admin:fr:66016,Banyuls-sur-Mer,66650,66016
stop_area:SNCF:87727909,"{'lat': '48.227346', 'lon': '4.704348'}",Bar sur Aube Collége,admin:fr:10033,Bar-sur-Aube,10200,10033
stop_area:SNCF:87175042,"{'lat': '48.773598', 'lon': '5.167053'}",Bar-le-Duc,admin:fr:55029,Bar-le-Duc,55000,55029
stop_area:SNCF:87118299,"{'lat': '48.238559', 'lon': '4.706872'}",Bar-sur-Aube,admin:fr:10033,Bar-sur-Aube,10200,10033
stop_area:SNCF:87215608,"{'lat': '48.230851', 'lon': '4.715031'}",Bar-sur-Aube Hôpital,admin:fr:10033,Bar-sur-Aube,10200,10033
stop_area:SNCF:87398735,"{'lat': '48.233353', 'lon': '4.706421'}",Bar-sur-Aube Hôtel de Ville,admin:fr:10033,Bar-sur-Aube,10200,10033
stop_area:SNCF:87732222,"{'lat': '48.226706', 'lon': '4.700115'}",Bar-sur-Aube Lycée,admin:fr:10033,Bar-sur-Aube,10200,10033
stop_area:SNCF:87215616,"{'lat': '48.241129', 'lon': '4.697251'}",Bar-sur-Aube Piscine,admin:fr:10033,Bar-sur-Aube,10200,10033
stop_area:SNCF:87615757,"{'lat': '44.270512', 'lon': '2.4274'}",Baraqueville,admin:fr:12056,Baraqueville,12160,12056
stop_area:SNCF:87441725,"{'lat': '44.277088', 'lon': '2.432651'}",Baraqueville Place Centrale,admin:fr:12056,Baraqueville,12160,12056
stop_area:SNCF:87462911,"{'lat': '46.908976', 'lon': '-2.159106'}",Barbâtre Rond-Point de Gois,admin:fr:85011,Barbâtre,85630,85011
stop_area:SNCF:87139527,"{'lat': '48.336447', 'lon': '4.02149'}",Barberey-Saint-Sulpice Centre,admin:fr:10030,Barberey-Saint-Sulpice,10600,10030
stop_area:SNCF:87139535,"{'lat': '48.338838', 'lon': '4.030786'}",Barberey-Saint-Sulpice Route d,admin:fr:10030,Barberey-Saint-Sulpice,10600,10030
stop_area:SNCF:71718010,"{'lat': '41.378961', 'lon': '2.139834'}",Barcelone-Sants,admin:osm:relation:347950,Barcelona,,
stop_area:SNCF:87671057,"{'lat': '43.702983', 'lon': '-0.237051'}",Barcelonne-du-Gers,admin:fr:32027,Barcelonne-du-Gers,32720,32027
stop_area:SNCF:83002022,"{'lat': '45.076449', 'lon': '6.709963'}",BARDONECCHIA,admin:osm:relation:44251,Bardonecchia,,
stop_area:SNCF:87620179,"{'lat': '42.896126', 'lon': '0.06253300000000001'}",Barèges,admin:fr:65481,Barèges,65120,65481
stop_area:SNCF:87411264,"{'lat': '49.549123', 'lon': '0.9535169999999999'}",Barentin,admin:fr:76057,Barentin,76360,76057
stop_area:SNCF:87732941,"{'lat': '49.54213', 'lon': '0.954512'}",Barentin Hôpital,admin:fr:76057,Barentin,76360,76057
stop_area:SNCF:87732933,"{'lat': '49.547076', 'lon': '0.957979'}",Barentin Rue Locke,admin:fr:76057,Barentin,76360,76057
stop_area:SNCF:87297291,"{'lat': '49.630791', 'lon': '3.655991'}",Barenton-Bugny,admin:fr:2046,Barenton-Bugny,02000,2046
stop_area:SNCF:87332361,"{'lat': '49.642957', 'lon': '3.653898'}",Barenton-Cel,admin:fr:2047,Barenton-Cel,02000,2047
stop_area:SNCF:87332379,"{'lat': '49.672222', 'lon': '3.68'}",Barenton-sur-Serre,admin:fr:2048,Barenton-sur-Serre,02270,2048
stop_area:SNCF:87141754,"{'lat': '48.535008', 'lon': '5.83992'}",Barisey-la-Côte Gare,admin:fr:54046,Barisey-au-Plain,54170,54046
stop_area:SNCF:87405712,"{'lat': '48.544182', 'lon': '5.842809'}",Barisey-la-Côte Mairie,admin:fr:54047,Barisey-la-Côte,54170,54047
stop_area:SNCF:87783563,"{'lat': '44.499264', 'lon': '3.410979'}",Barjac,admin:fr:48018,Barjac,48000,48018
stop_area:SNCF:87192658,"{'lat': '49.284534', 'lon': '5.699708'}",Baroncourt,admin:fr:55158,Dommary-Baroncourt,55240,55158
stop_area:SNCF:87193110,"{'lat': '48.934734', 'lon': '6.60836'}",Baronville Mairie,admin:fr:57051,Baronville,57340,57051
stop_area:SNCF:87214247,"{'lat': '48.40348', 'lon': '7.456713'}",Barr,admin:fr:67021,Barr,67140,67021
stop_area:SNCF:87582759,"{'lat': '44.605431', 'lon': '-0.321578'}",Barsac,admin:fr:33030,Barsac,33720,33030
stop_area:SNCF:87182113,"{'lat': '47.634931', 'lon': '7.487256'}",Bartenheim,admin:fr:68021,Bartenheim,68870,68021
stop_area:SNCF:87659870,"{'lat': '47.635011', 'lon': '7.476127'}",Bartenheim Pharmacie,admin:fr:68021,Bartenheim,68870,68021
stop_area:SNCF:87726778,"{'lat': '45.297683', 'lon': '4.139678'}",Bas - Monistrol,admin:fr:43020,Bas-en-Basset,43210,43020
stop_area:SNCF:87184200,"{'lat': '47.681084', 'lon': '6.806922'}",Bas Évette,admin:fr:90042,Évette-Salbert,90350,90042
stop_area:SNCF:82007187,"{'lat': '49.5585', 'lon': '5.9249'}",Bascharage secteur Sanem,admin:osm:relation:407885,Käerjeng,,
stop_area:SNCF:87699223,"{'lat': '47.320149', 'lon': '1.681294'}",Base Aérienne,admin:fr:41097,Gièvres,41130,41097
stop_area:SNCF:85000109,"{'lat': '47.5474', 'lon': '7.58956'}",Basel SBB,admin:osm:relation:1683619,Basel,,
stop_area:SNCF:87703769,"{'lat': '49.380894', 'lon': '6.234288'}",Basse-Ham Stade,admin:fr:57287,Basse-Ham,57970,57287
stop_area:SNCF:85001222,"{'lat': '47.33668', 'lon': '7.24685'}",Bassecourt,admin:osm:relation:2759181,Haute-Sorne,2863,
stop_area:SNCF:87581850,"{'lat': '44.901307', 'lon': '-0.522282'}",Bassens,admin:fr:33032,Bassens,33530,33032
stop_area:SNCF:87215293,"{'lat': '48.867778', 'lon': '6.801111'}",Bassing Croisement,admin:fr:57053,Bassing,57260,57053
stop_area:SNCF:87481770,"{'lat': '47.280855', 'lon': '-2.478869'}",Batz-sur-Mer,admin:fr:44010,Batz-sur-Mer,44740,44010
stop_area:SNCF:87192245,"{'lat': '48.961219', 'lon': '6.451845'}",Baudrecourt Centre,admin:fr:57054,Baudrecourt,57580,57054
stop_area:SNCF:87487835,"{'lat': '47.541229', 'lon': '-0.103675'}",Baugé,admin:fr:49018,Baugé-en-Anjou,49150,49018
stop_area:SNCF:87574152,"{'lat': '47.811886', 'lon': '1.668274'}",Baule,admin:fr:45024,Baule,45130,45024
stop_area:SNCF:87718460,"{'lat': '47.353972', 'lon': '6.359649'}",Baume-les-Dames,admin:fr:25047,Baume-les-Dames,25110,25047
stop_area:SNCF:87345280,"{'lat': '50.51168', 'lon': '2.9054'}",Bauvin - Provin,admin:fr:59052,Bauvin,59221,59052
stop_area:SNCF:87175133,"{'lat': '48.55203', 'lon': '5.075444'}",Bayard,admin:fr:52265,Bayard-sur-Marne,52170,52265
stop_area:SNCF:87279901,"{'lat': '48.198906', 'lon': '4.776143'}",Bayel Église,admin:fr:10035,Bayel,10310,10035
stop_area:SNCF:87732297,"{'lat': '48.196753', 'lon': '4.77545'}",Bayel Place du G.de Gaulle,admin:fr:10035,Bayel,10310,10035
stop_area:SNCF:87444067,"{'lat': '49.269729', 'lon': '-0.6981000000000001'}",Bayeux,admin:fr:14047,Bayeux,14400,14047
stop_area:SNCF:87141218,"{'lat': '48.468045', 'lon': '6.32286'}",Bayon,admin:fr:54585,Virecourt,54290,54585
stop_area:SNCF:87673004,"{'lat': '43.496793', 'lon': '-1.470368'}",Bayonne,admin:fr:64102,Bayonne,64100,64102
stop_area:SNCF:87171462,"{'lat': '49.361095', 'lon': '4.174135'}",Bazancourt,admin:fr:51043,Bazancourt,51110,51043
stop_area:SNCF:87172312,"{'lat': '49.672292', 'lon': '4.986544'}",Bazeilles,admin:fr:8053,Bazeilles,08140,8053
stop_area:SNCF:87671602,"{'lat': '43.291111', 'lon': '0.06888900000000001'}",Bazet,admin:fr:65072,Bazet,65460,65072
stop_area:SNCF:87611723,"{'lat': '43.453608', 'lon': '1.620698'}",Baziège,admin:fr:31048,Baziège,31450,31048
stop_area:SNCF:87696468,"{'lat': '46.865293', 'lon': '3.318075'}",Béard,admin:fr:58025,Béard,58160,58025
stop_area:SNCF:87533547,"{'lat': '46.863155', 'lon': '3.326727'}",Béard Bourg,admin:fr:58025,Béard,58160,58025
stop_area:SNCF:87317610,"{'lat': '50.94538', 'lon': '1.898033'}",Beau Marais,admin:fr:62193,Calais,62100,62193
stop_area:SNCF:87775023,"{'lat': '43.80209', 'lon': '4.647087'}",Beaucaire,admin:fr:30032,Beaucaire,30300,30032
stop_area:SNCF:87761528,"{'lat': '44.825498', 'lon': '4.801353'}",Beauchastel-centre,admin:fr:7027,Beauchastel,07800,7027
stop_area:SNCF:87574160,"{'lat': '47.778404', 'lon': '1.625944'}",Beaugency,admin:fr:45028,Beaugency,45190,45028
stop_area:SNCF:87756379,"{'lat': '43.706692', 'lon': '7.331631'}",Beaulieu-sur-Mer,admin:fr:6011,Beaulieu-sur-Mer,06310,6011
stop_area:SNCF:87611632,"{'lat': '43.882769', 'lon': '0.98907'}",Beaumont-de-Lomagne,admin:fr:82013,Beaumont-de-Lomagne,82500,82013
stop_area:SNCF:87387183,"{'lat': '49.0742', 'lon': '0.772699'}",Beaumont-le-Roger,admin:fr:27051,Beaumont-le-Roger,27170,27051
stop_area:SNCF:87713545,"{'lat': '47.023014', 'lon': '4.848423'}",Beaune,admin:fr:21054,Beaune,21200,21054
stop_area:SNCF:87317198,"{'lat': '50.422891', 'lon': '1.895345'}",Beaurainville,admin:fr:62100,Beaurainville,62990,62100
stop_area:SNCF:87582700,"{'lat': '44.701059', 'lon': '-0.450174'}",Beautiran,admin:fr:33037,Beautiran,33640,33037
stop_area:SNCF:87313510,"{'lat': '49.426518', 'lon': '2.088655'}",Beauvais,admin:fr:60057,Beauvais,60000,60057
stop_area:SNCF:87551937,"{'lat': '43.913032', 'lon': '1.568754'}",Beauvais Tescou,admin:fr:81024,Beauvais-sur-Tescou,81630,81024
stop_area:SNCF:87769612,"{'lat': '44.858303', 'lon': '4.900911'}",Beauvallon,admin:fr:26042,Beauvallon,26800,26042
stop_area:SNCF:87320739,"{'lat': '46.917354', 'lon': '-2.046084'}",Beauvoir-sur-Mer,admin:fr:85018,Beauvoir-sur-Mer,85230,85018
stop_area:SNCF:87485342,"{'lat': '46.17687', 'lon': '-0.468873'}",Beauvoir-sur-Niort,admin:fr:79031,Beauvoir-sur-Niort,79360,79031
stop_area:SNCF:87775809,"{'lat': '43.724503', 'lon': '4.321218'}",Beauvoisin,admin:fr:30033,Beauvoisin,30640,30033
stop_area:SNCF:87726794,"{'lat': '45.258168', 'lon': '4.099086'}",Beauzac,admin:fr:43025,Beauzac,43590,43025
stop_area:SNCF:87117697,"{'lat': '48.711668', 'lon': '6.998459'}",Bébing Route Nationale,admin:fr:57056,Bébing,57830,57056
stop_area:SNCF:87382002,"{'lat': '48.90587', 'lon': '2.268307'}",Bécon les Bruyères,admin:fr:92026,Courbevoie,92400,92026
stop_area:SNCF:87781609,"{'lat': '43.608697', 'lon': '3.149569'}",Bédarieux,admin:fr:34028,Bédarieux,34600,34028
stop_area:SNCF:87765198,"{'lat': '44.040843', 'lon': '4.89325'}",Bédarrides,admin:fr:84016,Bédarrides,84370,84016
stop_area:SNCF:87672774,"{'lat': '42.995564', 'lon': '-0.603514'}",Bedous,admin:fr:64104,Bedous,64490,64104
stop_area:SNCF:87581801,"{'lat': '44.799319', 'lon': '-0.555357'}",Bègles,admin:fr:33039,Bègles,33130,33039
stop_area:SNCF:87184002,"{'lat': '47.633278', 'lon': '6.854053'}",Belfort,admin:fr:90010,Belfort,90000,90010
stop_area:SNCF:87300822,"{'lat': '47.585105', 'lon': '6.897984'}",Belfort - Montbéliard TGV,admin:fr:90068,Meroux-Moval,90400,90068
stop_area:SNCF:87592485,"{'lat': '46.125255', 'lon': '1.046104'}",Bellac,admin:fr:87011,Bellac,87300,87011
stop_area:SNCF:87473165,"{'lat': '48.593569', 'lon': '-3.322951'}",Belle-Isle - Bégard,admin:fr:22135,Louargat,22540,22135
stop_area:SNCF:87745000,"{'lat': '46.109425', 'lon': '5.823483'}",Bellegarde,admin:fr:1033,Valserhône,01200,1033
stop_area:SNCF:87698407,"{'lat': '46.110645', 'lon': '5.824986'}",Bellegarde Gare Routière,admin:fr:1033,Valserhône,01200,1033
stop_area:SNCF:87742726,"{'lat': '46.11534', 'lon': '5.815965'}",Bellegarde-sur-Valserine Lycée,admin:fr:1033,Valserhône,01200,1033
stop_area:SNCF:87641068,"{'lat': '46.199275', 'lon': '3.066583'}",Bellenaves,admin:fr:3022,Bellenaves,03330,3022
stop_area:SNCF:87141804,"{'lat': '48.819245', 'lon': '6.101779'}",Belleville,admin:fr:54060,Belleville,54940,54060
stop_area:SNCF:87721357,"{'lat': '46.111952', 'lon': '4.729011'}",Belleville sur Sâone,admin:fr:69019,Belleville-en-Beaujolais,,69019
stop_area:SNCF:87486142,"{'lat': '46.788329', 'lon': '-1.434512'}",Belleville-Vendée,admin:fr:85019,Bellevigny,85170,85019
stop_area:SNCF:87393116,"{'lat': '48.819003', 'lon': '2.229674'}",Bellevue,admin:fr:92048,Meudon,92190;92360,92048
stop_area:SNCF:87743526,"{'lat': '46.238622', 'lon': '5.630407'}",Bellignat,admin:fr:1031,Bellignat,01100,1031
stop_area:SNCF:87695973,"{'lat': '46.248547', 'lon': '5.63221'}",Bellignat - Lycée-Arbez-Carme,admin:fr:1031,Bellignat,01100,1031
stop_area:SNCF:87695981,"{'lat': '46.24246', 'lon': '5.629689'}",Bellignat-Mairie,admin:fr:1031,Bellignat,01100,1031
stop_area:SNCF:87448092,"{'lat': '48.690574', 'lon': '-0.442468'}",Bellou-en-Houlme,admin:fr:61040,Bellou-en-Houlme,61220,61040
stop_area:SNCF:87276550,"{'lat': '49.09807', 'lon': '2.36135'}",Belloy - Saint-Martin,admin:fr:95056,Belloy-en-France,95270,95056
stop_area:SNCF:87595876,"{'lat': '44.777341', 'lon': '1.012071'}",Belvès,admin:fr:24035,Pays de Belvès,24170,24035
stop_area:SNCF:87783670,"{'lat': '44.561778', 'lon': '3.751869'}",Belvezet,admin:fr:48027,Mont Lozère et Goulet,,48027
stop_area:SNCF:87784892,"{'lat': '42.458078', 'lon': '1.916726'}",Bena Fanes,admin:fr:66066,Enveitg,66760,66066
stop_area:SNCF:87673285,"{'lat': '43.6277', 'lon': '-1.369893'}",Bénesse-Maremne,admin:fr:40036,Bénesse-Maremne,40230,40036
stop_area:SNCF:87192302,"{'lat': '48.906554', 'lon': '6.753196'}",Bénestroff,admin:fr:57060,Bénestroff,57670,57060
stop_area:SNCF:87407114,"{'lat': '48.904634', 'lon': '6.758975'}",Bénestroff Centre,admin:fr:57060,Bénestroff,57670,57060
stop_area:SNCF:87485581,"{'lat': '46.373673', 'lon': '-0.581999'}",Benet Riche Bonne,admin:fr:85020,Benet,85490,85020
stop_area:SNCF:87214122,"{'lat': '48.374069', 'lon': '7.583866'}",Benfeld,admin:fr:67028,Benfeld,67230,67028
stop_area:SNCF:87576447,"{'lat': '47.000438', 'lon': '2.749149'}",Bengy,admin:fr:18027,Bengy-sur-Craon,18520,18027
stop_area:SNCF:87193250,"{'lat': '49.138056', 'lon': '6.82848'}",Béning-lès-Saint-Avold,admin:fr:57061,Béning-lès-Saint-Avold,57800,57061
stop_area:SNCF:80191064,"{'lat': '48.9807', 'lon': '8.2128'}",Berg (Pfalz),admin:osm:relation:1250483,Berg (Pfalz),,
stop_area:SNCF:87584268,"{'lat': '44.857061', 'lon': '0.489174'}",Bergerac,admin:fr:24037,Bergerac,24100,24037
stop_area:SNCF:87643460,"{'lat': '48.205616', 'lon': '7.357543'}",Bergheim Porte haute,admin:fr:68028,Bergheim,68750,68028
stop_area:SNCF:87281105,"{'lat': '50.968978', 'lon': '2.425693'}",Bergues,admin:fr:59067,Bergues,59380,59067
stop_area:SNCF:87295808,"{'lat': '50.198046', 'lon': '3.810518'}",Berlaimont,admin:fr:59068,Berlaimont,59145,59068
stop_area:SNCF:87192187,"{'lat': '48.93136', 'lon': '6.71041'}",Bermering Eglise,admin:fr:57065,Bermering,57340,57065
stop_area:SNCF:87671529,"{'lat': '43.169917', 'lon': '0.102731'}",Bernac-Debat,admin:fr:65083,Bernac-Debat,65360,65083
stop_area:SNCF:87620120,"{'lat': '43.159141', 'lon': '0.104618'}",Bernac-Dessus - Arcizac,admin:fr:65019,Arcizac-Adour,65360,65019
stop_area:SNCF:87444299,"{'lat': '49.087116', 'lon': '0.595688'}",Bernay,admin:fr:27056,Bernay,27300,27056
stop_area:SNCF:87592352,"{'lat': '46.083814', 'lon': '1.432128'}",Bersac,admin:fr:87013,Bersac-sur-Rivalier,87370,87013
stop_area:SNCF:87477562,"{'lat': '48.81635', 'lon': '7.006759'}",Berthelming Mairie,admin:fr:57066,Berthelming,57930,57066
stop_area:SNCF:87703561,"{'lat': '48.818607', 'lon': '7.00887'}",Berthelming Principale,admin:fr:57066,Berthelming,57930,57066
stop_area:SNCF:87138883,"{'lat': '44.392848', 'lon': '2.78188'}",Bertholène Café Girou,admin:fr:12026,Bertholène,12310,12026
stop_area:SNCF:87170555,"{'lat': '42.999107', 'lon': '0.618014'}",Bertren,admin:fr:65087,Bertren,65370,65087
stop_area:SNCF:87170571,"{'lat': '43.003258', 'lon': '0.614325'}",Bertren Nord,admin:fr:65087,Bertren,65370,65087
stop_area:SNCF:87170696,"{'lat': '42.994703', 'lon': '0.621499'}",Bertren Sud,admin:fr:65087,Bertren,65370,65087
stop_area:SNCF:87141424,"{'lat': '48.428401', 'lon': '6.791125'}",Bertrichamps,admin:fr:54065,Bertrichamps,54120,54065
stop_area:SNCF:87345553,"{'lat': '50.091227', 'lon': '3.448747'}",Bertry,admin:fr:59074,Bertry,59980,59074
stop_area:SNCF:87300863,"{'lat': '47.307215', 'lon': '5.953613'}",Besançon Franche-Comté TGV,admin:fr:25035,Les Auxons,25870,25035
stop_area:SNCF:87718015,"{'lat': '47.240397', 'lon': '6.033804'}",Besançon Mouillère,admin:fr:25056,Besançon,25000,25056
stop_area:SNCF:87718007,"{'lat': '47.247049', 'lon': '6.021943'}",Besançon Viotte,admin:fr:25056,Besançon,25000,25056
stop_area:SNCF:87471219,"{'lat': '47.698879', 'lon': '-1.870637'}",Beslé,admin:fr:44067,Guémené-Penfao,44290,44067
stop_area:SNCF:87276642,"{'lat': '49.035784', 'lon': '2.209939'}",Bessancourt,admin:fr:95060,Bessancourt,95550,95060
stop_area:SNCF:87696336,"{'lat': '46.442973', 'lon': '3.360642'}",Bessay,admin:fr:3025,Bessay-sur-Allier,03340,3025
stop_area:SNCF:87342006,"{'lat': '50.521469', 'lon': '2.640447'}",Béthune,admin:fr:62119,Béthune,62400,62119
stop_area:SNCF:87703579,"{'lat': '48.801309', 'lon': '7.020655'}",Bettborn Grand Rue,admin:fr:57071,Bettborn,57930,57071
stop_area:SNCF:87191999,"{'lat': '49.516111', 'lon': '6.101111'}",Bettembourg,admin:osm:relation:407896,Bettembourg,,
stop_area:SNCF:87471045,"{'lat': '48.18148', 'lon': '-1.634475'}",Betton,admin:fr:35024,Betton,35830,35024
stop_area:SNCF:87343160,"{'lat': '50.389533', 'lon': '3.506111'}",Beuvrages,admin:fr:59079,Beuvrages,59192,59079
stop_area:SNCF:87342402,"{'lat': '50.535702', 'lon': '2.691487'}",Beuvry lès Béthune,admin:fr:62126,Beuvry,62660,62126
stop_area:SNCF:85014027,"{'lat': '46.25146', 'lon': '7.00067'}",Bex,admin:osm:relation:1684852,Bex,1880,
stop_area:SNCF:87393363,"{'lat': '48.85936', 'lon': '1.87557'}",Beynes,admin:fr:78062,Beynes,78650,78062
stop_area:SNCF:87723544,"{'lat': '45.833898', 'lon': '5.006947'}",Beynost,admin:fr:1043,Beynost,01700,1043
stop_area:SNCF:87698415,"{'lat': '45.836729', 'lon': '5.005507'}",Beynost RD 1084 Gare,admin:fr:1043,Beynost,01700,1043
stop_area:SNCF:87618652,"{'lat': '42.960599', 'lon': '0.379321'}",Beyrède-Jumet,admin:fr:65092,Beyrède-Jumet-Camous,65410,65092
stop_area:SNCF:87781005,"{'lat': '43.336295', 'lon': '3.218895'}",Béziers,admin:fr:34032,Béziers,34500,34032
stop_area:SNCF:87447730,"{'lat': '43.34526', 'lon': '3.21796'}",Beziers gare routière,admin:fr:34032,Béziers,34500,34032
stop_area:SNCF:87432823,"{'lat': '48.923648', 'lon': '2.208316'}",Bezons-Grand-Cerf Noctilien,admin:fr:95063,Bezons,95870,95063
stop_area:SNCF:87342097,"{'lat': '50.316266', 'lon': '2.941533'}",Biache-Saint-Vaast,admin:fr:62128,Biache-Saint-Vaast,62118,62128
stop_area:SNCF:87673400,"{'lat': '43.459387', 'lon': '-1.545937'}",Biarritz,admin:fr:64122,Biarritz,64200,64122
stop_area:SNCF:87328328,"{'lat': '48.82984', 'lon': '2.37684'}",Bibliothèque François Mitterrand,admin:fr:75056,Paris,75000;75116,75056
stop_area:SNCF:87673699,"{'lat': '43.26812', 'lon': '-1.345104'}",Bidarray Pont Noblia,admin:fr:64124,Bidarray,64780,64124
stop_area:SNCF:87691949,"{'lat': '43.178929', 'lon': '-0.606976'}",Bidos,admin:fr:64126,Bidos,64400,64126
stop_area:SNCF:85043000,"{'lat': '47.13289', 'lon': '7.24292'}",Biel/Bienne,admin:osm:relation:1682380,Biel/Bienne,,
stop_area:SNCF:87402826,"{'lat': '48.581682', 'lon': '5.045587'}",Bienville,admin:fr:52194,Eurville-Bienville,52410,52194
